Nama pembeli,Tanggal pembelian,Review,Column 4,Rating,Sentimen
byebuyme,2024-05-20 12:07 | Variasi: 1 Bulan,"Baru sekali pake langsung error, katanya ada garansi tapi chat sampe sekarang blm dibales, tlg dong tanggung jawabnya🥲","byebuyme2024-05-20 12:07 | Variasi: 1 BulanBaru sekali pake langsung error, katanya ada garansi tapi chat sampe sekarang blm dibales, tlg dong tanggung jawabnya🥲Membantu?Laporkan Penyalahgunaan",2,Negatif
6s_10fb6aw,2024-09-21 08:30 | Variasi: 1 Bulan,"Fungsi: baik, lamus(lancar dan mulus)Desain: okPenggunaan: sangat layakmantul pokoknyaUpdate Penilaianno respon","6s_10fb6aw2024-09-21 08:30 | Variasi: 1 BulanFungsi: baik, lamus(lancar dan mulus)Desain: okPenggunaan: sangat layakmantul pokoknyaUpdate Penilaianno responMembantu?Laporkan Penyalahgunaan",2,Negatif
,2024-03-06 10:01 | Variasi: 1 Bulan,"bagus bisa dibuat langganan, cht gpt work toppp lahh pokoknya 0:04Update Penilaianpelayanan ","a*****32024-03-06 10:01 | Variasi: 1 Bulanbagus bisa dibuat langganan, cht gpt work toppp lahh pokoknya 0:04Update Penilaianpelayanan 0Membantu?Laporkan Penyalahgunaan",2,Negatif
,2024-10-04 09:37 | Variasi: 1 Bulan,"Penggunaan: Penggunaan terbatasSehari pake lancar, besoknya udah gabisa. Padahal jarang pake.","q*****p2024-10-04 09:37 | Variasi: 1 BulanPenggunaan: Penggunaan terbatasSehari pake lancar, besoknya udah gabisa. Padahal jarang pake.Membantu?Laporkan Penyalahgunaan",2,Negatif
goodtimeforme,2024-02-19 19:06 | Variasi: 1 Bulan,"Kebanyakan user, kuota ga kebagian, mending pikir pikir lagi deh mau beli wkwkwkwk, not worth","goodtimeforme2024-02-19 19:06 | Variasi: 1 BulanKebanyakan user, kuota ga kebagian, mending pikir pikir lagi deh mau beli wkwkwkwk, not worthMembantu?Laporkan Penyalahgunaan",2,Negatif
albirkarim1,2024-01-22 09:11 | Variasi: 1 Bulan,Gpt 4 nya udh kepake mulu,albirkarim12024-01-22 09:11 | Variasi: 1 BulanGpt 4 nya udh kepake muluMembantu?Laporkan Penyalahgunaan,2,Negatif
ikhsanch,2024-09-21 07:18 | Variasi: 1 Bulan,"Bagus, tapi terlalu banyak penggunanya sampe gabisa digunain","ikhsanch2024-09-21 07:18 | Variasi: 1 BulanBagus, tapi terlalu banyak penggunanya sampe gabisa digunainMembantu?Laporkan Penyalahgunaan",2,Negatif
ramdhani1313,2023-12-13 18:27 | Variasi: 1 Bulan,Kelimit terus sama orang lain jadi percuma gakbisa pake gpt ,ramdhani13132023-12-13 18:27 | Variasi: 1 BulanKelimit terus sama orang lain jadi percuma gakbisa pake gpt 4Membantu?Laporkan Penyalahgunaan,2,Negatif
,2024-05-27 06:11 | Variasi: 1 Bulan,"Pengguna nya slow resp, jadinya ga kepake chat gpt yang udah dibeli","a*****s2024-05-27 06:11 | Variasi: 1 BulanPengguna nya slow resp, jadinya ga kepake chat gpt yang udah dibeliMembantu?Laporkan Penyalahgunaan",2,Negatif
,2024-11-07 19:15 | Variasi: 1 Bulan,Fungsi: memang aiDesain: aiPenggunaan: bukan chat gpt Voicetidak login ke aplikasi chat gpt.,m*****m2024-11-07 19:15 | Variasi: 1 BulanFungsi: memang aiDesain: aiPenggunaan: bukan chat gpt Voicetidak login ke aplikasi chat gpt.Membantu?Laporkan Penyalahgunaan,2,Negatif
,2024-07-06 12:18 | Variasi: 3 Bulan,"Beli 3 bulan  1 bulan okey dikasih akun  Untuk bulan berikutnya dikasih bukan akun chat gpt ., dikasih akun lain ., alasan nya akun chat gpt sedang error ., nyoba beli pake akun shopee lain dikasih lah akun chat gpt ., hemm","3*****o2024-07-06 12:18 | Variasi: 3 BulanBeli 3 bulan  1 bulan okey dikasih akun  Untuk bulan berikutnya dikasih bukan akun chat gpt ., dikasih akun lain ., alasan nya akun chat gpt sedang error ., nyoba beli pake akun shopee lain dikasih lah akun chat gpt ., hemmMembantu?Laporkan Penyalahgunaan",2,Negatif
,2024-07-03 21:54 | Variasi: 1 Bulan,bisa lebih baik ya pelayanannya,o*****i2024-07-03 21:54 | Variasi: 1 Bulanbisa lebih baik ya pelayanannyaMembantu?Laporkan Penyalahgunaan,2,Negatif
,2024-03-30 18:57 | Variasi: 1 Bulan,"sering error dan selalu disuruh ganti akun tapi saja tetep error, tolong ditingkatkan lagi 🙏🏻","w*****i2024-03-30 18:57 | Variasi: 1 Bulansering error dan selalu disuruh ganti akun tapi saja tetep error, tolong ditingkatkan lagi 🙏🏻Membantu?Laporkan Penyalahgunaan",2,Negatif
afham_pratama,2024-07-18 10:34 | Variasi: 1 Bulan,"tidak bisa dipakai, terlalu ramai pengguna","afham_pratama2024-07-18 10:34 | Variasi: 1 Bulantidak bisa dipakai, terlalu ramai penggunaMembantu?Laporkan Penyalahgunaan",2,Negatif
rainkaaa,2024-10-31 07:00 | Variasi: 1 Bulan,web chat bot ini bukan OPEN AI,rainkaaa2024-10-31 07:00 | Variasi: 1 Bulanweb chat bot ini bukan OPEN AIMembantu?Laporkan Penyalahgunaan,2,Negatif
nurcholisramlan,2023-06-06 22:10 | Variasi: 1 Bulan,Sudah gak bisa digunakan lagi 🥲,nurcholisramlan2023-06-06 22:10 | Variasi: 1 BulanSudah gak bisa digunakan lagi 🥲Membantu?Laporkan Penyalahgunaan,2,Negatif
muhamadmansur77,2023-05-11 08:26 | Variasi: 3 Bulan,Perlu diupdate,muhamadmansur772023-05-11 08:26 | Variasi: 3 BulanPerlu diupdateMembantu?Laporkan Penyalahgunaan,2,Negatif
andiher54,2024-07-24 10:52 | Variasi: 1 Bulan,"Bukan akun chatgpt, melainkan akun bot ai lain.","andiher542024-07-24 10:52 | Variasi: 1 BulanBukan akun chatgpt, melainkan akun bot ai lain.Membantu?Laporkan Penyalahgunaan",2,Negatif
mragusmuliana,2024-11-09 13:08 | Variasi: 1 Bulan,"Ini akun share, lebih sering ga bisa dipakai karena limit","mragusmuliana2024-11-09 13:08 | Variasi: 1 BulanIni akun share, lebih sering ga bisa dipakai karena limitMembantu?Laporkan Penyalahgunaan",2,Negatif
erfangazali,2023-12-03 21:26 | Variasi: 1 Bulan,joss pokoEUpdate Penilaianawalnya sih lancar tetapi beberapa kali pemakaian akun tidak bisa diakses. sampai 4 kali ganti akun semua disuspend minta yang 5 kali.. malah dicuekkin padahal belum habis masa pemakaian..,erfangazali2023-12-03 21:26 | Variasi: 1 Bulanjoss pokoEUpdate Penilaianawalnya sih lancar tetapi beberapa kali pemakaian akun tidak bisa diakses. sampai 4 kali ganti akun semua disuspend minta yang 5 kali.. malah dicuekkin padahal belum habis masa pemakaian..Membantu?Laporkan Penyalahgunaan,2,Negatif
ggrrraawwss,2023-09-26 14:00 | Variasi: 1 Bulan,Sepadan dengan Harga: sama aja kaya sign up biasapada akhirnya ChatGPT 4 nya dari beberapa hari kemarin coba ga kebagian sama sekali sangking sharing sama banyak orang. ya pada akhir nya kebagian yang default 3.5 aja.,ggrrraawwss2023-09-26 14:00 | Variasi: 1 BulanSepadan dengan Harga: sama aja kaya sign up biasapada akhirnya ChatGPT 4 nya dari beberapa hari kemarin coba ga kebagian sama sekali sangking sharing sama banyak orang. ya pada akhir nya kebagian yang default 3.5 aja.3Laporkan Penyalahgunaan,2,Negatif
haidarhaidar707,2024-11-09 21:21 | Variasi: 1 Bulan,Ternyata dipake sama banyak orang,haidarhaidar7072024-11-09 21:21 | Variasi: 1 BulanTernyata dipake sama banyak orang1Laporkan Penyalahgunaan,2,Negatif
rikfantokarya,2023-11-03 10:22 | Variasi: 1 Bulan,Sering tidak bisa digunakan.,rikfantokarya2023-11-03 10:22 | Variasi: 1 BulanSering tidak bisa digunakan.Membantu?Laporkan Penyalahgunaan,2,Negatif
auliaraniiiiii,2024-07-12 08:05 | Variasi: 1 Bulan,Update Penilaianjarang bgt kepakeee karna ai nya lebih banyak jawab gatau jawaban wkwk dan jawaban yg diberikan pun kurang akurat ,auliaraniiiiii2024-07-12 08:05 | Variasi: 1 BulanUpdate Penilaianjarang bgt kepakeee karna ai nya lebih banyak jawab gatau jawaban wkwk dan jawaban yg diberikan pun kurang akurat Membantu?Laporkan Penyalahgunaan,2,Negatif
alda__nabila,2024-06-02 20:41 | Variasi: 1 Bulan,"Update PenilaianDahlah, kecewa. Sering bermasalah, lowresp. Claim garansi tapi akun yang dikasih bukan chat gpt, tapi ai lain. Cukuplah sampe sini aja, bye","alda__nabila2024-06-02 20:41 | Variasi: 1 BulanUpdate PenilaianDahlah, kecewa. Sering bermasalah, lowresp. Claim garansi tapi akun yang dikasih bukan chat gpt, tapi ai lain. Cukuplah sampe sini aja, byeMembantu?Laporkan Penyalahgunaan",2,Negatif
,2024-06-02 16:31 | Variasi: 3 Bulan,"Update Penilaianawalnya baik baik aja, tpi gptnya gk bisa login lagi, udah menghubungi admin tapi malah di kasih ai lain😔. ","a*****t2024-06-02 16:31 | Variasi: 3 BulanUpdate Penilaianawalnya baik baik aja, tpi gptnya gk bisa login lagi, udah menghubungi admin tapi malah di kasih ai lain😔. 1Laporkan Penyalahgunaan",2,Negatif
pingkyafseherina,2023-09-10 09:51 | Variasi: 1 Bulan,Update PenilaianMaaf di ubah ini belum 1 bulan tapi kok udah ga bisa di pake aja ,pingkyafseherina2023-09-10 09:51 | Variasi: 1 BulanUpdate PenilaianMaaf di ubah ini belum 1 bulan tapi kok udah ga bisa di pake aja Membantu?Laporkan Penyalahgunaan,2,Negatif
,2024-02-11 23:53 | Variasi: 1 Bulan,"Capeeee bgttt, ini murah yaaa but aahhh sudahlah Ini kyknya satu akun yg pake 50 org maybee? Seringgg bgt ganti-ganti pw sama email! Padahal itu msh waktu langganan jadinya di waktu butuh mau pake hrus cht  admin lgi minta pw dn email baru dan itu lama bgt di responn Jadinya aku jarang bgt pake karena emang most of the time gabisa dipakee karena apa? Yess kebnykn akun yg pakee Saran buat temen-temen mending beli langsung yang privat dari cht gpt nyaa jgn tergiur harga murahh kalo ujung-ujungnya ga di pake jg kyk gini58","b*****a2024-02-11 23:53 | Variasi: 1 BulanCapeeee bgttt, ini murah yaaa but aahhh sudahlah Ini kyknya satu akun yg pake 50 org maybee? Seringgg bgt ganti-ganti pw sama email! Padahal itu msh waktu langganan jadinya di waktu butuh mau pake hrus cht  admin lgi minta pw dn email baru dan itu lama bgt di responn Jadinya aku jarang bgt pake karena emang most of the time gabisa dipakee karena apa? Yess kebnykn akun yg pakee Saran buat temen-temen mending beli langsung yang privat dari cht gpt nyaa jgn tergiur harga murahh kalo ujung-ujungnya ga di pake jg kyk gini582Laporkan Penyalahgunaan",1,Negatif
sukrisebatik493,2023-08-03 01:20 | Variasi: 1 Bulan,"Sepadan dengan Harga: Gak smpai 10 hari udah gk bsa d akses, akun d hapus... padahal katanya sebulan.4","sukrisebatik4932023-08-03 01:20 | Variasi: 1 BulanSepadan dengan Harga: Gak smpai 10 hari udah gk bsa d akses, akun d hapus... padahal katanya sebulan.40Laporkan Penyalahgunaan",1,Negatif
,2023-06-06 11:47 | Variasi: 1 Bulan,"Baru dipake bentar udh ga bisa log in, ga ada respon dari penjual. Sangat merugikan3","b*****12023-06-06 11:47 | Variasi: 1 BulanBaru dipake bentar udh ga bisa log in, ga ada respon dari penjual. Sangat merugikan30Laporkan Penyalahgunaan",1,Negatif
afif1001,2023-08-02 23:43 | Variasi: 1 Bulan,PENJUAL TIDAK BERTANGGUNG JAWAB YAH !!!  JANGAN PERNAH BELI DISINI .. CHAT GPT YANG DIBERIKA TIDAK PERNAH BAGUS2,afif10012023-08-02 23:43 | Variasi: 1 BulanPENJUAL TIDAK BERTANGGUNG JAWAB YAH !!!  JANGAN PERNAH BELI DISINI .. CHAT GPT YANG DIBERIKA TIDAK PERNAH BAGUS24Laporkan Penyalahgunaan,1,Negatif
,2023-10-17 21:05 | Variasi: 1 Bulan,Tidak puas. ChatGPT Plus ga bisa dipakai. Maksimal cuma bisa 2 menit bahkan sering ga sampe 1 menit udah kena limit. Sepertinya seller memasukkan terlalu banyak orang ke dalam satu akun sehingga cepat kena limit.1,y*****x2023-10-17 21:05 | Variasi: 1 BulanTidak puas. ChatGPT Plus ga bisa dipakai. Maksimal cuma bisa 2 menit bahkan sering ga sampe 1 menit udah kena limit. Sepertinya seller memasukkan terlalu banyak orang ke dalam satu akun sehingga cepat kena limit.19Laporkan Penyalahgunaan,1,Negatif
litaoktavia897,2024-01-08 18:17 | Variasi: 1 Bulan,PENIPUUUUUUU JANGAN PERNAH MAU BELI DI TOKO INI!!!!!!! CHAT GA DI RESPON DAN EMAIL GA DIKIRIM.. PENIPUUUU!!!!! BINTANG SATU1,litaoktavia8972024-01-08 18:17 | Variasi: 1 BulanPENIPUUUUUUU JANGAN PERNAH MAU BELI DI TOKO INI!!!!!!! CHAT GA DI RESPON DAN EMAIL GA DIKIRIM.. PENIPUUUU!!!!! BINTANG SATU12Laporkan Penyalahgunaan,1,Negatif
,2024-01-30 14:58 | Variasi: 1 Bulan,"Ga usah beli disini satu akunnya aja ada 100 orang kayaknya yg make, baru siap 3 jam gpt 4 udh kehabisan duluan. Gua beli paket sebulan, belum genap sebulan udh kaga bisa dipakek, terus adminnya ga merespon lagi. Nyesel banget sumpah.1","r*****a2024-01-30 14:58 | Variasi: 1 BulanGa usah beli disini satu akunnya aja ada 100 orang kayaknya yg make, baru siap 3 jam gpt 4 udh kehabisan duluan. Gua beli paket sebulan, belum genap sebulan udh kaga bisa dipakek, terus adminnya ga merespon lagi. Nyesel banget sumpah.12Laporkan Penyalahgunaan",1,Negatif
rkybzsy5tt,2024-01-14 21:27 | Variasi: 1 Bulan,"Ati ati aja ini mereka ga punya tanggung jawab, diawal nanggepin nya cepet abis bayar minta password atau komplain susah bngt. Dilempar suruh nge wa abis di wa ga bales2 juga, di chat lewat shoppe juga ga bales2. Akunnya tiba2 suka nutup sndiri kita minta penggantinya lama banget dikasih nya1","rkybzsy5tt2024-01-14 21:27 | Variasi: 1 BulanAti ati aja ini mereka ga punya tanggung jawab, diawal nanggepin nya cepet abis bayar minta password atau komplain susah bngt. Dilempar suruh nge wa abis di wa ga bales2 juga, di chat lewat shoppe juga ga bales2. Akunnya tiba2 suka nutup sndiri kita minta penggantinya lama banget dikasih nya11Laporkan Penyalahgunaan",1,Negatif
zayyanrakhman,2024-03-21 10:36 | Variasi: Lifetime,"slow respon, dikasih akun baru, minta verif terus, beli lifetime dapet rugi saja, sekali pakai 1-2 menit limit, dah gitu minta akun baru aja dibalesnya bisa nunggu buka puasa.  UPDATE! sekarang saya di block tidak bisa minta akses kode lagi, beli lifetime mahal2 malah kena blockUpdate PenilaianUpdate lagi: error system lama katanya, dikamarin berminggu2 kemudian. Beli lifetime diancam kalo mau pake harus ubah penilaian saya yg jujur. Bener seperti kata yang lain, ikhlasin aja buat pembelajaran 🙏1","zayyanrakhman2024-03-21 10:36 | Variasi: Lifetimeslow respon, dikasih akun baru, minta verif terus, beli lifetime dapet rugi saja, sekali pakai 1-2 menit limit, dah gitu minta akun baru aja dibalesnya bisa nunggu buka puasa.  UPDATE! sekarang saya di block tidak bisa minta akses kode lagi, beli lifetime mahal2 malah kena blockUpdate PenilaianUpdate lagi: error system lama katanya, dikamarin berminggu2 kemudian. Beli lifetime diancam kalo mau pake harus ubah penilaian saya yg jujur. Bener seperti kata yang lain, ikhlasin aja buat pembelajaran 🙏19Laporkan Penyalahgunaan",1,Negatif
oongfatur,2024-05-30 07:22 | Variasi: 1 Bulan,Penjual tdk amanah. Beli chatgpt dapatnya wrtn.ai komplain tdk direspon. Silahkan cek bukti berupa ss sayaUpdate Penilaian,oongfatur2024-05-30 07:22 | Variasi: 1 BulanPenjual tdk amanah. Beli chatgpt dapatnya wrtn.ai komplain tdk direspon. Silahkan cek bukti berupa ss sayaUpdate Penilaian5Laporkan Penyalahgunaan,1,Negatif
,2024-02-05 14:08 | Variasi: 1 Bulan,"Bad service, sharing. Cuma bisa dipakai 1 kali per 3 jam, bikin pusing kepala.","m*****l2024-02-05 14:08 | Variasi: 1 BulanBad service, sharing. Cuma bisa dipakai 1 kali per 3 jam, bikin pusing kepala.4Laporkan Penyalahgunaan",1,Negatif
,2024-07-01 11:33 | Variasi: 1 Bulan,"Fungsi: SAYA KETIPU. Ini bukan ChatGPT, tpi website pihak ketiga yaitu Chatbot, fungsinya malah lebih sdikit dari ChatGPT asli, dan akun yg dikasi memang tidak bisa login di ChatGPT asliKatanya ChatGPT Plus Premium, bahkan di websitenya ada pakai embel2 GPT-4 dan GPT-4o. Eh pas saya coba kok kyk kurang aja rasanya dri jawabannya, trus saya tanya pakai bhasa pemrograman apa? eh dia jawab masih pakai GPT-3 itu kan udh jadul bgt. Jadi pesan sya hati2 aja kalau udh murah udh pasti kualitasnya murah jga jgn mudah ketipu. Saya paham yg begini2an","a*****n2024-07-01 11:33 | Variasi: 1 BulanFungsi: SAYA KETIPU. Ini bukan ChatGPT, tpi website pihak ketiga yaitu Chatbot, fungsinya malah lebih sdikit dari ChatGPT asli, dan akun yg dikasi memang tidak bisa login di ChatGPT asliKatanya ChatGPT Plus Premium, bahkan di websitenya ada pakai embel2 GPT-4 dan GPT-4o. Eh pas saya coba kok kyk kurang aja rasanya dri jawabannya, trus saya tanya pakai bhasa pemrograman apa? eh dia jawab masih pakai GPT-3 itu kan udh jadul bgt. Jadi pesan sya hati2 aja kalau udh murah udh pasti kualitasnya murah jga jgn mudah ketipu. Saya paham yg begini2an5Laporkan Penyalahgunaan",1,Negatif
,2024-01-30 14:58 | Variasi: 1 Bulan,"Ga usah beli disini satu akunnya aja ada 100 orang kayaknya yg make, baru siap 3 jam gpt 4 udh kehabisan duluan. Gua beli paket sebulan, belum genap sebulan udh kaga bisa dipakek, terus adminnya ga merespon lagi. Nyesel banget sumpah.1","r*****a2024-01-30 14:58 | Variasi: 1 BulanGa usah beli disini satu akunnya aja ada 100 orang kayaknya yg make, baru siap 3 jam gpt 4 udh kehabisan duluan. Gua beli paket sebulan, belum genap sebulan udh kaga bisa dipakek, terus adminnya ga merespon lagi. Nyesel banget sumpah.12Laporkan Penyalahgunaan",1,Negatif
rkybzsy5tt,2024-01-14 21:27 | Variasi: 1 Bulan,"Ati ati aja ini mereka ga punya tanggung jawab, diawal nanggepin nya cepet abis bayar minta password atau komplain susah bngt. Dilempar suruh nge wa abis di wa ga bales2 juga, di chat lewat shoppe juga ga bales2. Akunnya tiba2 suka nutup sndiri kita minta penggantinya lama banget dikasih nya1","rkybzsy5tt2024-01-14 21:27 | Variasi: 1 BulanAti ati aja ini mereka ga punya tanggung jawab, diawal nanggepin nya cepet abis bayar minta password atau komplain susah bngt. Dilempar suruh nge wa abis di wa ga bales2 juga, di chat lewat shoppe juga ga bales2. Akunnya tiba2 suka nutup sndiri kita minta penggantinya lama banget dikasih nya11Laporkan Penyalahgunaan",1,Negatif
zayyanrakhman,2024-03-21 10:36 | Variasi: Lifetime,"slow respon, dikasih akun baru, minta verif terus, beli lifetime dapet rugi saja, sekali pakai 1-2 menit limit, dah gitu minta akun baru aja dibalesnya bisa nunggu buka puasa.  UPDATE! sekarang saya di block tidak bisa minta akses kode lagi, beli lifetime mahal2 malah kena blockUpdate PenilaianUpdate lagi: error system lama katanya, dikamarin berminggu2 kemudian. Beli lifetime diancam kalo mau pake harus ubah penilaian saya yg jujur. Bener seperti kata yang lain, ikhlasin aja buat pembelajaran 🙏1","zayyanrakhman2024-03-21 10:36 | Variasi: Lifetimeslow respon, dikasih akun baru, minta verif terus, beli lifetime dapet rugi saja, sekali pakai 1-2 menit limit, dah gitu minta akun baru aja dibalesnya bisa nunggu buka puasa.  UPDATE! sekarang saya di block tidak bisa minta akses kode lagi, beli lifetime mahal2 malah kena blockUpdate PenilaianUpdate lagi: error system lama katanya, dikamarin berminggu2 kemudian. Beli lifetime diancam kalo mau pake harus ubah penilaian saya yg jujur. Bener seperti kata yang lain, ikhlasin aja buat pembelajaran 🙏19Laporkan Penyalahgunaan",1,Negatif
oongfatur,2024-05-30 07:22 | Variasi: 1 Bulan,Penjual tdk amanah. Beli chatgpt dapatnya wrtn.ai komplain tdk direspon. Silahkan cek bukti berupa ss sayaUpdate Penilaian,oongfatur2024-05-30 07:22 | Variasi: 1 BulanPenjual tdk amanah. Beli chatgpt dapatnya wrtn.ai komplain tdk direspon. Silahkan cek bukti berupa ss sayaUpdate Penilaian5Laporkan Penyalahgunaan,1,Negatif
,2024-02-05 14:08 | Variasi: 1 Bulan,"Bad service, sharing. Cuma bisa dipakai 1 kali per 3 jam, bikin pusing kepala.","m*****l2024-02-05 14:08 | Variasi: 1 BulanBad service, sharing. Cuma bisa dipakai 1 kali per 3 jam, bikin pusing kepala.4Laporkan Penyalahgunaan",1,Negatif
,2024-07-01 11:33 | Variasi: 1 Bulan,"Fungsi: SAYA KETIPU. Ini bukan ChatGPT, tpi website pihak ketiga yaitu Chatbot, fungsinya malah lebih sdikit dari ChatGPT asli, dan akun yg dikasi memang tidak bisa login di ChatGPT asliKatanya ChatGPT Plus Premium, bahkan di websitenya ada pakai embel2 GPT-4 dan GPT-4o. Eh pas saya coba kok kyk kurang aja rasanya dri jawabannya, trus saya tanya pakai bhasa pemrograman apa? eh dia jawab masih pakai GPT-3 itu kan udh jadul bgt. Jadi pesan sya hati2 aja kalau udh murah udh pasti kualitasnya murah jga jgn mudah ketipu. Saya paham yg begini2an","a*****n2024-07-01 11:33 | Variasi: 1 BulanFungsi: SAYA KETIPU. Ini bukan ChatGPT, tpi website pihak ketiga yaitu Chatbot, fungsinya malah lebih sdikit dari ChatGPT asli, dan akun yg dikasi memang tidak bisa login di ChatGPT asliKatanya ChatGPT Plus Premium, bahkan di websitenya ada pakai embel2 GPT-4 dan GPT-4o. Eh pas saya coba kok kyk kurang aja rasanya dri jawabannya, trus saya tanya pakai bhasa pemrograman apa? eh dia jawab masih pakai GPT-3 itu kan udh jadul bgt. Jadi pesan sya hati2 aja kalau udh murah udh pasti kualitasnya murah jga jgn mudah ketipu. Saya paham yg begini2an5Laporkan Penyalahgunaan",1,Negatif
abdil_fadly,2023-06-15 06:19 | Variasi: 1 Bulan,"Baru di pake beberapa hari udah nga bisa login, email ama password salahrespon penjual:Pembeli di dalam 1 group mw rusakin lapak kami.   Jgn iri sampe kyk gini jg.1","abdil_fadly2023-06-15 06:19 | Variasi: 1 BulanBaru di pake beberapa hari udah nga bisa login, email ama password salahrespon penjual:Pembeli di dalam 1 group mw rusakin lapak kami.   Jgn iri sampe kyk gini jg.12Laporkan Penyalahgunaan",1,Negatif
rafhanirosyidah,2023-08-13 08:58 | Variasi: 1 Bulan,Barang tdk pernah saya terima dan tdk ada bukti penerimaan tp tiba² tertulis telah sampai2,rafhanirosyidah2023-08-13 08:58 | Variasi: 1 BulanBarang tdk pernah saya terima dan tdk ada bukti penerimaan tp tiba² tertulis telah sampai22Laporkan Penyalahgunaan,1,Negatif
rifuhaing,2024-10-31 09:55 | Variasi: 1 Bulan,Fungsi: erorDesain: jelekPenggunaan: tidak bisa di gunakan secara normalsatu akun untuk semua jadinya gini,rifuhaing2024-10-31 09:55 | Variasi: 1 BulanFungsi: erorDesain: jelekPenggunaan: tidak bisa di gunakan secara normalsatu akun untuk semua jadinya giniMembantu?Laporkan Penyalahgunaan,1,Negatif
,2024-11-03 01:10 | Variasi: 1 Bulan,Fungsi: TIDAK AMANAHSUMPAH DEMI APAPUN GAUSAH PESEN DISINI LAGI ADMINNYA GA AMANAH SAMA SEKALI SLOW RESPON BANGET DI CHAT MALAH DIANYA BALIK MARAH 👎🏻👎🏻👎🏻👎🏻,h*****32024-11-03 01:10 | Variasi: 1 BulanFungsi: TIDAK AMANAHSUMPAH DEMI APAPUN GAUSAH PESEN DISINI LAGI ADMINNYA GA AMANAH SAMA SEKALI SLOW RESPON BANGET DI CHAT MALAH DIANYA BALIK MARAH 👎🏻👎🏻👎🏻👎🏻Membantu?Laporkan Penyalahgunaan,1,Negatif
imamramdhania,2024-10-08 06:31 | Variasi: 3 Bulan,"Beda dengan chatgpt asli, sering error harus nunggu karena overload","imamramdhania2024-10-08 06:31 | Variasi: 3 BulanBeda dengan chatgpt asli, sering error harus nunggu karena overload1Laporkan Penyalahgunaan",1,Negatif
,2024-10-31 09:34 | Variasi: 3 Bulan,"Fungsi: Very BadPenggunaan: BadSaran ku beli di toko yg trusted aja, setuju banget sm yg kasih bintang 1, kalo ada opsi bintang 0 mungkin gua bakal kasi bintang 0. Pembelian pertama masih sabar gue, pembelian kedua uda capr banget, gonta ganti password, mana gitu admin slowrespon. Urgent banget jadi gue kesel, low quality bgt lah","_*****_2024-10-31 09:34 | Variasi: 3 BulanFungsi: Very BadPenggunaan: BadSaran ku beli di toko yg trusted aja, setuju banget sm yg kasih bintang 1, kalo ada opsi bintang 0 mungkin gua bakal kasi bintang 0. Pembelian pertama masih sabar gue, pembelian kedua uda capr banget, gonta ganti password, mana gitu admin slowrespon. Urgent banget jadi gue kesel, low quality bgt lahMembantu?Laporkan Penyalahgunaan",1,Negatif
diendi.a,2024-10-25 11:14 | Variasi: 1 Bulan,"Ketipu, ini bukan chat gpt tapi chatbot ai, daya g minta dikembalikan dana tapi saya mau kasih tau kalau menjual barang itu yang jujur y.","diendi.a2024-10-25 11:14 | Variasi: 1 BulanKetipu, ini bukan chat gpt tapi chatbot ai, daya g minta dikembalikan dana tapi saya mau kasih tau kalau menjual barang itu yang jujur y.1Laporkan Penyalahgunaan",1,Negatif
,2023-04-14 00:08 | Variasi: 1 Bulan,overshared belum sebulan juga udah gabisa dipake lagi2,m*****a2023-04-14 00:08 | Variasi: 1 Bulanovershared belum sebulan juga udah gabisa dipake lagi21Laporkan Penyalahgunaan,1,Negatif
muh.ashif13,2023-09-10 21:43 | Variasi: 1 Bulan,Sepadan dengan Harga:Tidak Fitur Terbaik:Tidak  Tidak bisa dipakai password nya sudah digantiUpdate Penilaian1,muh.ashif132023-09-10 21:43 | Variasi: 1 BulanSepadan dengan Harga:Tidak Fitur Terbaik:Tidak  Tidak bisa dipakai password nya sudah digantiUpdate Penilaian14Laporkan Penyalahgunaan,1,Negatif
,2023-08-06 09:48 | Variasi: 1 Bulan,"Hati-hati, penjual penipu, belum sampai sebulan akun sudah tidak aktif !!!respon penjual:Anda sendiri yg gak mau garansi, yg salah siapa ?1","t*****a2023-08-06 09:48 | Variasi: 1 BulanHati-hati, penjual penipu, belum sampai sebulan akun sudah tidak aktif !!!respon penjual:Anda sendiri yg gak mau garansi, yg salah siapa ?14Laporkan Penyalahgunaan",1,Negatif
dhotasi,2023-08-21 15:51 | Variasi: 3 Bulan,Menghilang tanpa jejak... janjinya 3 bulan...1,dhotasi2023-08-21 15:51 | Variasi: 3 BulanMenghilang tanpa jejak... janjinya 3 bulan...10Laporkan Penyalahgunaan,1,Negatif
,2023-12-18 20:00 | Variasi: 1 Bulan,Selalu reached current cap dan harus menunggu 1 jam lebih supaya bisa promt kembali.,r*****m2023-12-18 20:00 | Variasi: 1 BulanSelalu reached current cap dan harus menunggu 1 jam lebih supaya bisa promt kembali.3Laporkan Penyalahgunaan,1,Negatif
bang_irz,2023-12-12 22:35 | Variasi: Lifetime,Akun tdk bisa digunakan dgn baik.,bang_irz2023-12-12 22:35 | Variasi: LifetimeAkun tdk bisa digunakan dgn baik.3Laporkan Penyalahgunaan,1,Negatif
harry_arya12,2024-08-19 12:31 | Variasi: 1 Bulan,Makeknya gpt yang dikunakan masih 3.5 dan berame,harry_arya122024-08-19 12:31 | Variasi: 1 BulanMakeknya gpt yang dikunakan masih 3.5 dan berame2Laporkan Penyalahgunaan,1,Negatif
